0000af,NuclearD
0000b0,RndRadNe
0000b1,AlphaMic
0000b2,Televide
0000b3,Cimlinc
0000b4,Edimax
0000b5,Databili
0000b6,Micro-Ma
0000b7,DoveFast
0000b8,Seikosha
0000b9,Mcdonnel
0000ba,Siig
0000bb,Tri-Data
0000bc,Allen-Br
0000bd,Mitsubis
0000be,NtiGroup
0000bf,Symmetri
0000c0,WesternD
0000c1,Olicom
0000c2,Informat
0000c3,HarrisCo
0000c4,WatersDi
0000c5,Farallon
0000c6,HpIntell
0000c7,Arix
0000c8,Altos
0000c9,EmulexTe
0000ca,LancityC
0000cb,Compu-Sh
0000cc,Densan
0000cd,Industri
0000ce,Megadata
0000cf,HayesMic
0000d0,Develcon
0000d1,Adaptec
0000d2,Sbe
0000d3,WangLabs
0000d4,Puredata
0000d5,Microgno
0000d6,PunchLin
0000d7,Dartmout
0000d8,OldNovel
0000d9,NipponTe
0000da,Atex
0000db,BritishT
0000dc,HayesMic
0000dd,Gould
0000de,Unigraph
0000df,BellHowe
0000e0,Quadram
0000e1,Hitachi
0000e2,AcerCoun
0000e3,Integrat
0000e4,Mips?
0000e5,Sigmex
0000e6,AptorPro
0000e7,StarGate
0000e8,AcctonTe
0000e9,Isicad
0000ea,Upnod
0000eb,Matsushi
0000ec,Micropro
0000ed,April
0000ee,NetworkD
0000ef,AlantecN
0000f0,Samsung
0000f1,MagnaCom
0000f2,SpiderCo
0000f3,GandalfD
0000f4,AlliedTe
0000f5,DiamondS
0000f6,Madge
0000f7,YouthKee
0000f8,Dec
0000f9,Quotron
0000fa,Microsag
0000fb,RechnerZ
0000fc,Meiko
0000fd,HighLeve
0000fe,Annapoli
0000ff,CamtecEl
000100,EquipTra
000101,Private
000102,BbnBoltB
000103,3Com
000104,Dvico
000105,Beckhoff
000106,TewsDate
000107,Leiser
000108,AvlabTec
000109,NaganoJa
00010a,CisTechn
00010b,SpaceCyb
00010c,SystemTa
00010d,Teledyne
00010e,Bri-Link
00010f,BrocadeC
000110,GothamNe
000111,Idigm
000112,SharkMul
000113,Olympus
000114,KandaTsu
000115,Extratec
000116,Netspect
000117,Canal+
000118,EzDigita
000119,RtunetAu
00011a,Hoffmann
00011b,UnizoneT
00011c,Universa
00011d,Centilli
00011e,Precidia
00011f,RcNetwor
000120,Oscilloq
000121,Watchgua
000122,TrendCom
000123,DigitalE
000124,Acer
000125,YaesuMus
000126,PacLabs
000127,OpenNetw
000128,Enjoyweb
000129,Dfi
00012a,Telemati
00012b,Telenet
00012c,AravoxTe
00012d,KomodoTe
00012e,PcPartne
00012f,Twinhead
000130,ExtremeN
000131,BoschSec
000132,Dranetz-
000133,KyowaEle
000134,Selectro
000135,Kdc
000136,Cybertan
000137,ItFarm
000138,XaviTech
000139,PointMul
00013a,ShelcadC
00013b,Bna
00013c,Tiw
00013d,Riscstat
00013e,AscomTat
00013f,Neighbor
000140,Sendtek
000141,CablePri
000142,Cisco
000143,IEEE802
000144,Emc
000145,Winsyste
000146,TescoCon
000147,ZhoneTec
000148,X-Traweb
000149,TDTTrans
00014a,Sony
00014b,Ennovate
00014c,Berkeley
00014d,ShinKinE
00014e,WinEnter
00014f,Adtran
000150,Megahert
000151,Ensemble
000152,Chromate
000153,ArchtekT
000154,G3m
000155,PromiseT
000156,Firewire
000157,Syswave
000158,ElectroI
000159,S1
00015a,DigitalV
00015b,ItaltelS
00015c,Cadant
00015d,Oracle
00015e,BestTech
00015f,DigitalD
000160,Elmex
000161,MetaMach
000162,CygnetTe
000163,NdcNatio
000164,Cisco
000165,Airswitc
000166,TcGroup
000167,HiokiEE
000168,W&GWande
000169,Celestix
00016a,Alitec
00016b,Lightchi
00016c,Foxconn
00016d,Carrierc
00016e,Conklin
00016f,Inkel
000170,EseEmbed
000171,AlliedDa
000172,Technola
000173,Amcc
000174,Cyberopt
000175,RadiantC
000176,OrientSi
000177,Edsl
000178,Margi
000179,Wireless
00017a,ChengduM
00017b,Heidelbe
00017c,Ag-E
00017d,Thermoqu
00017e,AdtekSys
00017f,Experien
000180,Aopen
000181,NortelNe
000182,DicaTech
000183,AniteTel
000184,SiebMeye
000185,HitachiA
000186,UweDisch
000187,I2se
000188,LxcoTech
000189,Refracti
00018a,RoiCompu
00018b,Netlinks
00018c,MegaVisi
00018d,AudesiTe
00018e,Logitec
00018f,Kenetec
000190,Smk-M
000191,SyredDat
000192,TexasDig
000193,HanbyulT
000194,CapitalE
000195,SenaTech
000196,Cisco
000197,Cisco
000198,DarimVis
000199,HeiseiEl
00019a,Leunig
00019b,KyotoMic
00019c,JdsUniph
00019d,E-Contro
00019e,EssTechn
00019f,Readynet
0001a0,Infinili
0001a1,Mag-Tek
0001a2,Logical
0001a3,GenesysL
0001a4,Microlin
0001a5,Nextcomm
0001a6,Scientif
0001a7,UnexTech
0001a8,Welltech
0001a9,Bmw
0001aa,AirspanC
0001ab,MainStre
0001ac,SitaraNe
0001ad,CoachMas
0001ae,TrexEnte
0001af,ArtesynE
0001b0,FulltekT
0001b1,GeneralB
0001b2,DigitalP
0001b3,Precisio
0001b4,Wayport
0001b5,TurinNet
0001b6,SaejinT&
0001b7,Centos
0001b8,Netsensi
0001b9,SkfCondi
0001ba,Ic-Net
0001bb,Frequent
0001bc,Brains
0001bd,Peterson
0001be,Gigalink
0001bf,Teleforc
0001c0,Compulab
0001c1,VitesseS
0001c2,ArkResea
0001c3,Acromag
0001c4,Neowave
0001c5,SimplerN
0001c6,QuarryTe
0001c7,Cisco
0001c8,ThomasCo
0001c9,Cisco
0001ca,GeocastN
0001cb,Evr
0001cc,JapanTot
0001cd,Artem
0001ce,CustomMi
0001cf,AlphaDat
0001d0,Vitalpoi
0001d1,ConetCom
0001d2,Inxtron
0001d3,Paxcomm
0001d4,LeisureT
0001d5,HaedongI
0001d6,Manrolan
0001d7,F5Networ
0001d8,Teltroni
0001d9,Sigma
0001da,Wincomm
0001db,FreecomT
0001dc,Activete
0001dd,AvailNet
0001de,Trango
0001df,IsdnComm
0001e0,Fast
0001e1,KinpoEle
0001e2,AndoElec
0001e3,Siemens
0001e4,Sitera
0001e5,Supernet
0001e6,HP
0001e7,HP
0001e8,Force10N
0001e9,LittonMa
0001ea,Cirilium
0001eb,C-Com
0001ec,Ericsson
0001ed,Seta
0001ee,ComtrolE
0001ef,CamtelTe
0001f0,Tridium
0001f1,Innovati
0001f2,MarkOfUn
0001f3,Qps
0001f4,Enterasy
0001f5,ErimSA
0001f6,Associat
0001f7,ImageDis
0001f8,TexioTec
0001f9,Teraglob
0001fa,Compaq
0001fb,DotopTec
0001fc,Keyence
0001fd,DigitalV
0001fe,DigitalE
0001ff,DataDire
000200,NetSys
000201,IfmElect
000202,AminoCom
000203,Woonsang
000204,Novell
000205,Hamilton
000206,TelitalR
000207,Visiongl
000208,UnifyNet
000209,Shenzhen
00020a,Gefran
00020b,NativeNe
00020c,Metro-Op
00020d,Micronpc
00020e,EciTelec
00020f,Aatr
000210,Fenecom
000211,NatureWo
000212,Sierraco
000213,SDEL
000214,Dtvro
000215,CotasCom
000216,EsiExten
000217,Cisco
000218,Advanced
000219,ParalonT
00021a,ZumaNetw
00021b,Kollmorg
00021c,NetworkE
00021d,DataGene
00021e,SimtelSR
00021f,Aculab
000220,CanonFin
000221,DspAppli
000222,Chromisy
000223,Clicktv
000224,C-Cor
000225,OneStop
000226,Xesystem
000227,EsdElect
000228,Necsom
000229,Adtec
00022a,AsoundEl
00022b,Saxa
00022c,AbbBomem
00022d,Agere
00022e,TeacR&D
00022f,P-Cube
000230,Intersof
000231,Axis
000232,Avision
000233,MantraCo
000234,Imperial
000235,ParagonN
000236,Init
000237,CosmoRes
000238,SeromeTe
000239,Visicom
00023a,ZskStick
00023b,Ericsson
00023c,Creative
00023d,Cisco
00023e,SeltaTel
00023f,CompalEl
000240,Seedek
000241,AmerCom
000242,Videofra
000243,Raysis
000244,SurecomT
000245,Lampus
000246,All-WinT
000247,GreatDra
000248,Pilz
000249,AvivInfo
00024a,Cisco
00024b,Cisco
00024c,Sibyte
00024d,Mannesma
00024e,Datacard
00024f,IpmDatac
000250,GeyserNe
000251,SomaNetw
000252,Carrier
000253,Televide
000254,Worldgat
000255,IBM
000256,AlphaPro
000257,Microcom
000258,FlyingPa
000259,TsannKue
00025a,CatenaNe
00025b,Cambridg
00025c,SciKunsh
00025d,CalixNet
00025e,HighTech
00025f,NortelNe
000260,Accordio
000261,Tilgin
000262,SoyoGrou
000263,UpsManuf
000264,Audioram
000265,Virditec
000266,Thermalo
000267,NodeRunn
000268,HarrisGo
000269,Nadatel
00026a,CocessTe
00026b,BcmCompu
00026c,Philips
00026d,AdeptTel
00026e,NegenAcc
00026f,SenaoInt
000270,Crewave
000271,ZhoneTec
000272,Cc&CTech
000273,Coriolis
000274,TommyTec
000275,SmartTec
000276,PrimaxEl
000277,CashSyst
000278,Samsung
000279,ControlA
00027a,IoiTechn
00027b,AmplifyN
00027c,Trilithi
00027d,Cisco
00027e,Cisco
00027f,Ask-Tech
000280,MuNet
000281,Madge
000282,Viaclix
000283,Spectrum
000284,ArevaT&D
000285,Riversto
000286,OccamNet
000287,Adapcom
000288,GlobalVi
000289,DneTechn
00028a,AmbitMic
00028b,VdslOy
00028c,Micrel-S
00028d,MovitaTe
00028e,Rapid5Ne
00028f,Globetek
000290,Woorigis
000291,OpenNetw
000292,LogicInn
000293,SolidDat
000294,TokyoSok
000295,IpAccess
000296,Lectron
000297,C-CorNet
000298,Broadfra
000299,Apex
00029a,StorageA
00029b,KreatelC
00029c,3Com
00029d,Merix
00029e,Informat
00029f,L-3Commu
0002a0,Flatstac
0002a1,WorldWid
0002a2,Hilscher
0002a3,AbbSwitz
0002a4,AddpacTe
0002a5,HP
0002a6,Effinet
0002a7,VivaceNe
0002a8,AirLinkT
0002a9,RacomSRO
0002aa,Plcom
0002ab,CtcUnion
0002ac,3parData
0002ad,Hoya
0002ae,ScannexE
0002af,Telecruz
0002b0,HokubuCo
0002b1,Anritsu
0002b2,Cablevis
0002b3,Intel
0002b4,Daphne
0002b5,Avnet
0002b6,Acrosser
0002b7,Watanabe
0002b8,WhiKonsu
0002b9,Cisco
0002ba,Cisco
0002bb,Continuo
0002bc,Lvl7
0002bd,Bionet
0002be,TotsuEng
0002bf,Dotrocke
0002c0,BencentT
0002c1,Innovati
0002c2,NetVisio
0002c3,Arelnet
0002c4,VectorIn
0002c5,EvertzMi
0002c6,DataTrac
0002c7,AlpsElec
0002c8,Technoco
0002c9,Mellanox
0002ca,Endpoint
0002cb,Tristate
0002cc,MCCI
0002cd,Teledrea
0002ce,Foxjet
0002cf,ZygateCo
0002d0,Comdial
0002d1,Vivotek
0002d2,Workstat
0002d3,Netbotz
0002d4,PdaPerip
0002d5,Acr
0002d6,Nice
0002d7,Empeg
0002d8,BrecisCo
0002d9,Reliable
0002da,ExioComm
0002db,Netsec
0002dc,Fujitsu
0002dd,BromaxCo
0002de,Astrodes
0002df,NetCom
0002e0,Etas
0002e1,Integrat
0002e2,NdcInfar
0002e3,Lite-OnC
0002e4,JcHyun
0002e5,Timeware
0002e6,GouldIns
0002e7,Cab
0002e8,ED&A
0002e9,CsSystem
0002ea,FocusEnh
0002eb,PicoComm
0002ec,Maschoff
0002ed,DxoTelec
0002ee,NokiaDan
0002ef,CccNetwo
0002f0,AmeOptim
0002f1,Pinetron
0002f2,Edevice
0002f3,MediaSer
0002f4,Pctel
0002f5,ViveSyne
0002f6,EquipeCo
0002f7,Arm
0002f8,SeakrEng
0002f9,MimosBer
0002fa,DxAntenn
0002fb,Baumulle
0002fc,Cisco
0002fd,Cisco
0002fe,Viditec
0002ff,HandanBr
000300,Barracud
000301,Exfo
000302,CharlesI
000303,JamaElec
000304,PacificB
000305,MscVertr
000306,FusionIn
000307,SecureWo
000308,AmCommun
000309,TexcelTe
00030a,ArgusTec
00030b,HunterTe
00030c,Telesoft
00030d,UniwillC
00030e,CoreComm
00030f,DigitalC
000310,E-Global
000311,MicroTec
000312,Tr-Syste
000313,AccessMe
000314,Teleware
000315,Cidco
000316,NobellCo
000317,Merlin
000318,Cyras
000319,Infineon
00031a,BeijingB
00031b,Cellvisi
00031c,SvenskaH
00031d,TaiwanCo
00031e,Optranet
00031f,Condev
000320,Xpeed
000321,RecoRese
000322,Idis
000323,CornetTe
000324,SanyoCon
000325,ArimaCom
000326,IwasakiI
000327,ActL
000328,MaceGrou
000329,F3
00032a,UnidataC
00032b,GaiDaten
00032c,AbbSwitz
00032d,IbaseTec
00032e,ScopeInf
00032f,GlobalSu
000330,Imagenic
000331,Cisco
000332,Cisco
000333,Digitel
000334,NewportE
000335,MiraeTec
000336,ZetesTec
000337,Vaone
000338,OakTechn
000339,Eurologi
00033a,SiliconW
00033b,TamiTech
00033c,Daiden
00033d,IlshinLa
00033e,Tateyama
00033f,BigbandN
000340,FlowareW
000341,AxonDigi
000342,NortelNe
000343,MartinPr
000344,Tietech
000345,RoutrekN
000346,HitachiK
000347,Intel
000348,NorscanI
000349,Vidicode
00034a,Rias
00034b,NortelNe
00034c,Shanghai
00034d,ChiaroNe
00034e,PosData
00034f,Sur-Gard
000350,Bticino
000351,Diebold
000352,Colubris
000353,Mitac
000354,FiberLog
000355,Terabeam
000356,WincorNi
000357,Intervoi
000358,HanyangD
000359,Digitals
00035a,Photron
00035b,Bridgewa
00035c,SaintSon
00035d,BosungHi
00035e,Metropol
00035f,Prüftech
000360,PacInter
000361,Widcomm
000362,VodtelCo
000363,Miraesys
000364,ScenixSe
000365,KiraInfo
000366,AsmPacif
000367,JasmineN
000368,Embedone
000369,NipponAn
00036a,Mainnet
00036b,Cisco
00036c,Cisco
00036d,Runtop
00036e,NiconPty
00036f,Telsey
000370,Nxtv
000371,AcomzNet
000372,Ulan
000373,AselsanA
000374,ControlM
000375,Netmedia
000376,Graphtec
000377,GigabitW
000378,Humax
000379,Proscend
00037a,TaiyoYud
00037b,IdecIzum
00037c,CoaxMedi
00037d,Stellcom
00037e,PortechC
00037f,AtherosC
000380,SshCommu
000381,Ingenico
000382,A-One
000383,MeteraNe
000384,Aeta
000385,ActelisN
000386,HoNet
000387,BlazeNet
000388,Fastfame
000389,Plantron
00038a,AmericaO
00038b,Plus-One
00038c,TotalImp
00038d,PcsReven
00038e,Atoga
00038f,Weinsche
000390,DigitalV
000391,Advanced
000392,HyundaiT
000393,Apple
000394,ConnectO
000395,Californ
000396,EzCast
000397,Watchfro
000398,Wisi
000399,DongjuIn
00039a,Siconnec
00039b,NetchipT
00039c,Optimigh
00039d,Qisda
00039e,TeraSyst
00039f,Cisco
0003a0,Cisco
0003a1,HiperInf
0003a2,Catapult
0003a3,Mavix
0003a4,Imation
0003a5,Medea
0003a6,TraxitTe
0003a7,UnixtarT
0003a8,IdotComp
0003a9,AxcentMe
0003aa,Watlow
0003ab,BridgeIn
0003ac,FroniusS
0003ad,EmersonE
0003ae,AlliedAd
0003af,ParageaC
0003b0,XsenseTe
0003b1,Hospira
0003b2,Radware
0003b3,IaLink
0003b4,Macrotek
0003b5,EntraTec
0003b6,Qsi
0003b7,Zaccess
0003b8,NetkitSo
0003b9,HualongT
0003ba,Oracle
0003bb,SignalCo
0003bc,Cot
0003bd,Omniclus
0003be,Netility
0003bf,Centerpo
0003c0,Rftnc
0003c1,PacketDy
0003c2,Solphone
0003c3,Micronik
0003c4,TomraAsa
0003c5,Mobotix
0003c6,MorningS
0003c7,HopfElek
0003c8,CmlEmerg
0003c9,Tecom
0003ca,Mts
0003cb,NipponDe
0003cc,Momentum
0003cd,Cloverte
0003ce,EtenTech
0003cf,Muxcom
0003d0,Koankeis
0003d1,Takaya
0003d2,Crossbea
0003d3,Internet
0003d4,Alloptic
0003d5,Advanced
0003d6,Radvisio
0003d7,NextnetW
0003d8,ImpathNe
0003d9,Secheron
0003da,Takamisa
0003db,ApogeeEl
0003dc,LexarMed
0003dd,ComarkIn
0003de,OtcWirel
0003df,Desana
0003e0,ArrisGro
0003e1,WinmateC
0003e2,Comspace
0003e3,Cisco
0003e4,Cisco
0003e5,Hermsted
0003e6,Entone
0003e7,Logostek
0003e8,Waveleng
0003e9,AkaraCan
0003ea,MegaSyst
0003eb,Atrica
0003ec,IcgResea
0003ed,Shinkawa
0003ee,Mknet
0003ef,Oneline
0003f0,RedfernB
0003f1,CicadaSe
0003f2,SenecaNe
0003f3,DazzleMu
0003f4,Netburne
0003f5,Chip2chi
0003f6,AllegroN
0003f7,Plast-Co
0003f8,Sancastl
0003f9,Pleiades
0003fa,TimetraN
0003fb,Enegate
0003fc,Intertex
0003fd,Cisco
0003fe,Cisco
0003ff,Microsoft
000400,LexmarkP
000401,OsakiEle
000402,NexsanTe
000403,Nexsi
000404,MakinoMi
000405,AcnTechn
000406,FaMetabo
000407,TopconPo
000408,SankoEle
000409,CratosNe
00040a,Sage
00040b,3comEuro
00040c,KannoWor
00040d,Avaya
00040e,Avm
00040f,ASUS
000410,Spinnake
000411,InkraNet
000412,Wavesmit
000413,SnomTech
000414,UmezawaM
000415,Rasteme
000416,ParksCom
000417,Elau
000418,Teltroni
000419,Fibercyc
00041a,InesTest
00041b,Bridgewo
00041c,Ipdialog
00041d,CoregaOf
00041e,ShikokuI
00041f,Sony
000420,SlimDevi
000421,OcularNe
000422,StudioTe
000423,Intel
000424,TmcSRL
000425,Atmel
000426,Autosys
000427,Cisco
000428,Cisco
000429,Pixord
00042a,Wireless
00042b,ItAccess
00042c,Minet
00042d,Sarian
00042e,NetousTe
00042f,Internat
000430,Netgem
000431,Globalst
000432,VoyetraT
000433,Cyberboa
000434,Accelent
000435,InfinetL
000436,ElansatT
000437,PowinInf
000438,NortelNe
000439,RoscoEnt
00043a,Intellig
00043b,LavaComp
00043c,Sonos
00043d,Indel
00043e,Telencom
00043f,EsteemWi
000440,Cyberpix
000441,HalfDome
000442,Nact
000443,AgilentT
000444,WesternM
000445,LmsSkala
000446,Cyzentec
000447,Acrowave
000448,Polaroid
000449,Mapletre
00044a,IpolicyN
00044b,Nvidia
00044c,Jenoptik
00044d,Cisco
00044e,Cisco
00044f,Schubert
000450,DmdCompu
000451,Medrad
000452,Rocketlo
000453,Yottayot
000454,Quadriga
000455,AntaraNe
000456,CambiumN
000457,Universa
000458,FusionX
000459,Veristar
00045a,LinksysG
00045b,TechsanE
00045c,Mobiwave
00045d,BekaElek
00045e,Polytrax
00045f,AvalueTe
000460,KnilinkT
000461,EpoxComp
000462,DakosDat
000463,BoschSec
000464,Pulse-Li
000465,ISTIsdn-
000466,Armitel
000467,WuhanRes
000468,Vivity
000469,Innocom
00046a,NaviniNe
00046b,PalmWire
00046c,CyberTec
00046d,Cisco
00046e,Cisco
00046f,DigitelI
000470,Ipunplug
000471,Iprad
000472,Telelynx
000473,Photonex
000474,Legrand
000475,3Com
000476,3Com
000477,Scalant
000478,GStarTec
000479,Radius
00047a,Axxessit
00047b,Schlumbe
00047c,Skidata
00047d,Pelco
00047e,SiquraBV
00047f,ChrMayr
000480,BrocadeC
000481,Econolit
000482,Medialog
000483,DeltronT
000484,Amann
000485,Picoligh
000486,IttcUniv
000487,CogencyS
000488,Eurother
000489,YafoNetw
00048a,TemiaVer
00048b,Poscon
00048c,NaynaNet
00048d,TeoTechn
00048e,OhmTechL
00048f,Td
000490,OpticalA
000491,Technovi
000492,HiveInte
000493,Tsinghua
000494,Breezeco
000495,TejasNet
000496,ExtremeN
000497,Macrosys
000498,MahiNetw
000499,Chino
00049a,Cisco
00049b,Cisco
00049c,Surgient
00049d,IpanemaT
00049e,Wirelink
00049f,Freescal
0004a0,VerityIn
0004a1,PathwayC
0004a2,LSIJapan
0004a3,Microchi
0004a4,Netenabl
0004a5,BarcoPro
0004a6,SafTehni
0004a7,Fabiatec
0004a8,Broadmax
0004a9,Sandstre
0004aa,Jetstrea
0004ab,Comverse
0004ac,IBM
0004ad,MalibuNe
0004ae,Sullair
0004af,DigitalF
0004b0,Elesign
0004b1,SignalTe
0004b2,EssegiSr
0004b3,Videotek
0004b4,Ciac
0004b5,Equitrac
0004b6,StratexN
0004b7,AmbIT
0004b8,Kumahira
0004b9,SISoubou
0004ba,KddMedia
0004bb,Bardac
0004bc,Giantec
0004bd,ArrisGro
0004be,Optxcon
0004bf,Versalog
0004c0,Cisco
0004c1,Cisco
0004c2,Magnipix
0004c3,CastorIn
0004c4,AllenHea
0004c5,AseTechn
0004c6,YamahaMo
0004c7,Netmount
0004c8,LibaMasc
0004c9,MicroEle
0004ca,Freems
0004cb,TdsoftCo
0004cc,PeekTraf
0004cd,Extenway
0004ce,PatriaAi
0004cf,SeagateT
0004d0,Softlink
0004d1,DrewTech
0004d2,AdconTel
0004d3,Toyokeik
0004d4,ProviewE
0004d5,HitachiI
0004d6,TakagiIn
0004d7,OmitecIn
0004d8,Ipwirele
0004d9,TitanEle
0004da,RelaxTec
0004db,TellusGr
0004dc,NortelNe
0004dd,Cisco
0004de,Cisco
0004df,TeracomT
0004e0,ProcketN
0004e1,Infinior
0004e2,SmcNetwo
0004e3,AcctonTe
0004e4,Daeryung
0004e5,Glonet
0004e6,BanyanNe
0004e7,Lightpoi
0004e8,Ier
0004e9,Infinisw
0004ea,HP
0004eb,PaxonetC
0004ec,MemoboxS
0004ed,BillionE
0004ee,LincolnE
0004ef,Polestar
0004f0,Internat
0004f1,Wherenet
0004f2,Polycom
0004f3,FsForth-
0004f4,Infinite
0004f5,Snowshor
0004f6,Amphus
0004f7,OmegaBan
0004f8,Qualicab
0004f9,XteraCom
0004fa,NbsTechn
0004fb,Commtech
0004fc,StratusC
0004fd,JapanCon
0004fe,PelagoNe
0004ff,Acronet
000500,Cisco
000501,Cisco
000502,ApplePci
000503,Iconag
000504,NarayInf
000505,Integrat
000506,ReddoNet
000507,FineAppl
000508,Inetcam
000509,AvocNish
00050a,Ics
00050b,Sicom
00050c,NetworkP
00050d,Midstrea
00050e,3ware
00050f,TanakaS/
000510,Infinite
000511,Compleme
000512,ZebraTec
000513,VtlinxMu
000514,Kdt
000515,Nuark
000516,SmartMod
000517,Shellcom
000518,Jupiters
000519,SiemensB
00051a,3comEuro
00051b,MagicCon
00051c,XnetTech
00051d,Airocon
00051e,BrocadeC
00051f,TaijinMe
000520,Smartron
000521,ControlM
000522,Lea*D
000523,AvlList
000524,BtlSyste
000525,PuretekI
000526,Ipas
000527,SjTek
000528,NewFocus
000529,Shanghai
00052a,IkegamiT
00052b,Horiba
00052c,SupremeM
00052d,ZoltrixI
00052e,CintaNet
00052f,LevitonN
000530,Andiamo
000531,Cisco
000532,Cisco
000533,BrocadeC
000534,Northsta
000535,ChipPc
000536,DanamCom
000537,NetsTech
000538,Merilus
000539,ABrandNe
00053a,Willowgl
00053b,HarbourN
00053c,Xircom
00053d,Agere
00053e,KidSyste
00053f,Visionte
000540,Fast
000541,Advanced
000542,Otari
000543,IqWirele
000544,ValleyTe
000545,Internet
000546,KddiNetw
000547,StarentN
000548,Disco
000549,SaliraOp
00054a,ArioData
00054b,EatonAut
00054c,RfInnova
00054d,BransTec
00054e,Philips
00054f,Private
000550,VcommsCo
000551,FSElektr
000552,XycotecC
000553,Dvc
000554,Rangesta
000555,JapanCas
000556,360
000557,AgileTv
000558,Synchron
000559,Intracom
00055a,PowerDsi
00055b,CharlesI
00055c,Kowa
00055d,D-Link
00055e,Cisco
00055f,Cisco
000560,LeaderCo
000561,NacImage
000562,DigitalV
000563,J-Works
000564,Tsinghua
000565,TailynCo
000566,SecuiCom
000567,Etymonic
000568,Piltofis
000569,Vmware
00056a,HeuftSys
00056b,CPTechno
00056c,HungChan
00056d,Pacific
00056e,National
00056f,Innomedi
000570,Baydel
000571,SeiwaEle
000572,Deonet
000573,Cisco
000574,Cisco
000575,Cds-Elec
000576,NsmTechn
000577,SmInform
000578,Private
000579,Universa
00057a,Overture
00057b,ChungNam
00057c,RcoSecur
00057d,SunCommu
00057e,Eckelman
00057f,AcqisTec
000580,Fibrolan
000581,Snell
000582,Clearcub
000583,Imagecom
000584,Absolute
000585,JuniperN
000586,LucentTe
000587,Locus
000588,Sensoria
000589,National
00058a,Netcom
00058b,Ipmental
00058c,Opentech
00058d,LynxPhot
00058e,Flextron
00058f,Clcsoft
000590,Swissvoi
000591,ActiveSi
000592,Pultek
000593,GrammarE
000594,HmsIndus
000595,Alesis
000596,Genotech
000597,EagleTra
000598,CronosSR
000599,DrsTestA
00059a,Powercom
00059b,Cisco
00059c,Kleinkne
00059d,DanielCo
00059e,Zinwell
00059f,YottaNet
0005a0,Mobiline
0005a1,Zenocom
0005a2,CeloxNet
0005a3,Qei
0005a4,LucidVoi
0005a5,Kott
0005a6,ExtronEl
